90,90,260,,0,100,51,52,53
0,0,10,-250,280.535202782111,-180.535202782111,58,58,171
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
0,0,10,-250,0,-180.535202782111,0,0,0
