0,0,32.9
5,0,31.314
10,0,29.762
15,0,27.9759
20,0,26.1901
25,0,25.465
30,0,24.827
35,0,23.619
40,0,22.41
45,0,22.318
50,0,22.369
55,0,22.131
60,0,21.892
65,0,22.0341
70,0,22.3039
75,0,22.61
80,0,23.021
85,0,23.371
90,0,23.687
95,0,24.069
100,0,24.682
105,0,25.151
110,0,25.5601
115,0,25.969
120,0,26.5651
125,0,27.11
130,0,27.618
135,0,28.126
140,0,28.738
145,0,29.2631
150,0,29.672
155,0,30.082
160,0,30.569
165,0,31.031
170,0,31.404
175,0,31.7779
180,0,32.158
185,0,32.4289
190,0,32.511
195,0,32.592
200,0,32.699
205,0,32.667
210,0,32.516
215,0,32.4141
220,0,32.312
225,0,32.178
230,0,31.977
235,0,31.767
240,0,31.557
245,0,31.426
250,0,31.5019
255,0,31.578
260,0,31.654
265,0,31.8509
270,0,32.462
275,0,33.073
280,0,33.684
285,0,34.89
290,0,36.766
295,0,38.641
300,0,40.517
305,0,42.5391
310,0,44.022
315,0,45.506
320,0,46.989
325,0,48.102
330,0,48.405
335,0,48.708
340,0,49.012
345,0,49.413
350,0,49.847
355,0,50.281
360,0,50.715
365,0,51.239
370,0,51.977
375,0,52.657
380,0,53.337
385,0,54.017
390,0,53.609
395,0,53.042
400,0,52.475
405,0,51.9091
410,0,52.061
415,0,52.3151
420,0,52.569
425,0,52.823
430,0,51.991
435,0,50.567
440,0,49.1431
445,0,47.645
450,0,45.729
455,0,43.864
460,0,41.998
465,0,40.168
0,5,32.952
5,5,31.366
10,5,29.8199
15,5,28.259
20,5,26.474
25,5,25.748
30,5,25.229
35,5,24.536
40,5,23.327
45,5,23.324
50,5,23.425
55,5,23.448
60,5,23.21
65,5,23.386
70,5,23.704
75,5,24.116
80,5,24.5279
85,5,24.871
90,5,25.261
95,5,25.875
100,5,26.488
105,5,26.956
110,5,27.371
115,5,27.9709
120,5,28.572
125,5,29.116
130,5,29.624
135,5,30.24
140,5,30.885
145,5,31.41
150,5,31.8199
155,5,32.3101
160,5,32.855
165,5,33.306
170,5,33.68
175,5,34.061
180,5,34.448
185,5,34.699
190,5,34.781
195,5,34.889
200,5,35.0229
205,5,34.9921
210,5,34.78
215,5,34.632
220,5,34.53
225,5,34.396
230,5,34.21
235,5,34.009
