28135,30480,336840
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
