-1055,-1225,25
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
