0,0,32.900017
5,0,31.313959
10,0,29.761957
15,0,27.975946
20,0,26.190058
25,0,25.46496
30,0,24.827021
35,0,23.619013
40,0,22.410028
45,0,22.317987
50,0,22.369013
55,0,22.130976
60,0,21.891962
65,0,22.034052
70,0,22.303949
75,0,22.60998
80,0,23.02099
85,0,23.370966
90,0,23.687006
95,0,24.068964
100,0,24.682001
105,0,25.150995
110,0,25.560053
115,0,25.968988
120,0,26.565058
125,0,27.10998
130,0,27.618036
135,0,28.125971
140,0,28.738031
145,0,29.263056
150,0,29.671991
155,0,30.082026
160,0,30.568964
165,0,31.031
170,0,31.404047
175,0,31.777948
180,0,32.157951
185,0,32.428947
190,0,32.510979
195,0,32.592033
200,0,32.698967
205,0,32.666985
210,0,32.515984
215,0,32.414055
220,0,32.312004
225,0,32.177971
230,0,31.977045
235,0,31.766962
240,0,31.557001
245,0,31.42602
250,0,31.501947
255,0,31.577997
260,0,31.654047
265,0,31.850946
270,0,32.462029
275,0,33.07299
280,0,33.683952
285,0,34.890007
290,0,36.765984
295,0,38.640984
300,0,40.51696
305,0,42.539055
310,0,44.021965
315,0,45.505974
320,0,46.989006
325,0,48.102043
330,0,48.405022
335,0,48.708
340,0,49.011955
345,0,49.412956
350,0,49.847038
355,0,50.280998
360,0,50.714958
365,0,51.239006
370,0,51.977043
375,0,52.656975
380,0,53.337029
385,0,54.01696
390,0,53.609001
395,0,53.041985
400,0,52.474968
405,0,51.90905
410,0,52.061028
415,0,52.315056
420,0,52.568962
425,0,52.82299
430,0,51.990959
435,0,50.567009
440,0,49.143059
445,0,47.645012
450,0,45.728996
455,0,43.864006
460,0,41.998039
465,0,40.167961
0,5,32.952019
5,5,31.365961
10,5,29.819941
15,5,28.259027
20,5,26.473993
25,5,25.748041
30,5,25.228998
35,5,24.536005
40,5,23.327021
45,5,23.323969
50,5,23.425043
55,5,23.447992
60,5,23.209955
65,5,23.385981
70,5,23.703974
75,5,24.115961
80,5,24.527948
85,5,24.870966
90,5,25.260981
95,5,25.874994
100,5,26.488031
105,5,26.956049
110,5,27.370966
115,5,27.970942
120,5,28.572016
125,5,29.115961
130,5,29.624018
135,5,30.239985
140,5,30.885004
145,5,31.410028
150,5,31.819941
155,5,32.310051
160,5,32.854973
165,5,33.306023
170,5,33.680046
175,5,34.061028
180,5,34.44799
185,5,34.698967
190,5,34.780998
195,5,34.88903
200,5,35.022942
205,5,34.992058
210,5,34.780022
215,5,34.63195
220,5,34.530022
225,5,34.395988
230,5,34.209953
235,5,34.009026
240,5,33.797966
245,5,33.667961
250,5,33.744011
255,5,33.819939
260,5,33.930046
265,5,34.133049
270,5,34.744011
275,5,35.355949
280,5,36.541008
285,5,38.094963
290,5,39.97094
295,5,41.84594
300,5,43.915031
305,5,46.118034
310,5,47.600945
315,5,49.084953
320,5,50.255974
325,5,50.996941
330,5,51.300041
335,5,51.603996
340,5,52.032951
345,5,52.76696
350,5,53.201042
355,5,53.635002
360,5,54.197014
365,5,55.999992
370,5,56.738029
375,5,57.417961
380,5,58.098015
385,5,59.260979
390,5,57.237053
395,5,56.518059
400,5,55.959953
405,5,55.40197
410,5,55.489006
415,5,55.730949
420,5,55.973015
425,5,56.143059
430,5,56.583977
435,5,55.240959
440,5,53.765007
445,5,52.287956
450,5,49.025993
455,5,47.170036
460,5,45.312981
465,5,43.457024
0,10,33.004021
5,10,31.417963
10,10,29.871943
15,10,28.326044
20,10,26.756952
25,10,26.031977
30,10,25.511957
35,10,24.993036
40,10,24.244989
45,10,24.328974
50,10,24.430048
55,10,24.531977
60,10,24.527948
65,10,24.798944
70,10,25.211054
75,10,25.621943
80,10,26.034052
85,10,26.453974
90,10,27.067011
95,10,27.680048
100,10,28.292963
105,10,28.775995
110,10,29.376947
115,10,29.978022
120,10,30.577997
125,10,31.123041
130,10,31.74206
135,10,32.386955
140,10,33.031975
145,10,33.556999
150,10,34.051994
155,10,34.597038
160,10,35.14196
165,10,35.581047
170,10,35.963982
175,10,36.350945
180,10,36.738029
185,10,36.968987
190,10,37.077995
195,10,37.213005
200,10,37.348015
205,10,37.317009
210,10,37.104973
215,10,36.89196
220,10,36.749016
225,10,36.614983
230,10,36.427971
235,10,36.242058
240,10,36.040031
245,10,35.910027
250,10,35.985954
255,10,36.09594
260,10,36.212029
265,10,36.416008
270,10,37.02697
275,10,38.235954
280,10,39.718987
285,10,41.300041
290,10,43.176018
295,10,45.290031
300,10,47.546013
305,10,49.697014
310,10,51.180046
315,10,52.333977
320,10,53.15197
325,10,53.89196
330,10,54.196037
335,10,54.636955
340,10,55.386955
345,10,56.120964
350,10,56.555046
355,10,57.154045
360,10,58.958
365,10,60.760979
370,10,61.499016
375,10,62.178947
380,10,63.357048
385,10,64.571037
390,10,62.546013
395,10,59.983025
400,10,59.426018
405,10,58.868034
410,10,59.008049
415,10,59.249992
420,10,59.405998
425,10,59.503044
430,10,59.977043
435,10,60.53405
440,10,59.056999
445,10,57.581047
450,10,54.013054
455,10,50.32299
460,10,48.467033
465,10,46.610954
0,15,32.923943
5,15,31.916986
10,15,30.348993
15,15,28.781
20,15,27.213984
25,15,26.819941
30,15,26.285028
35,15,25.749994
40,15,25.22204
45,15,25.322992
50,15,25.425043
55,15,25.525995
60,15,25.805048
65,15,26.223993
70,15,26.639032
75,15,27.053949
80,15,27.567011
85,15,28.206049
90,15,28.821039
95,15,29.437006
100,15,30.072992
105,15,30.73498
110,15,31.341059
115,15,31.947992
120,15,32.552971
125,15,33.219963
130,15,33.867058
135,15,34.51403
140,15,35.16198
145,15,35.779045
150,15,36.327019
155,15,36.874992
160,15,37.421989
165,15,37.867058
170,15,38.254021
175,15,38.640984
180,15,39.027946
185,15,39.268059
190,15,39.402946
195,15,39.537956
200,15,39.672966
205,15,39.640984
210,15,39.428947
215,15,39.217033
220,15,39.004997
225,15,38.833
230,15,38.646965
235,15,38.459953
240,15,38.27404
245,15,38.15197
250,15,38.263054
255,15,38.379021
260,15,38.494987
265,15,38.69799
270,15,39.931023
275,15,41.415031
280,15,42.897942
285,15,44.504997
290,15,46.665031
295,15,48.921013
300,15,51.176994
305,15,53.275993
310,15,54.411003
315,15,55.228996
320,15,56.046989
325,15,56.787956
330,15,57.240959
335,15,57.990959
340,15,58.740959
345,15,59.474968
350,15,60.110954
355,15,61.915031
360,15,63.718987
365,15,65.521965
370,15,66.260002
375,15,67.452019
380,15,68.666008
385,15,69.879997
390,15,67.854973
395,15,65.251945
400,15,62.890984
405,15,62.333
410,15,62.52697
415,15,62.668938
420,15,62.76696
425,15,62.864006
430,15,63.370964
435,15,63.959953
440,15,64.349968
445,15,62.874016
450,15,59.306023
455,15,55.277946
460,15,51.619987
465,15,49.76403
0,20,32.91198
5,20,31.97204
10,20,30.91601
15,20,29.348017
20,20,27.780024
25,20,27.539057
30,20,27.271967
35,20,26.737055
40,20,26.208979
45,20,26.310053
50,20,26.411982
55,20,26.701044
60,20,27.162958
65,20,27.582026
70,20,27.996943
75,20,28.519037
80,20,29.256952
85,20,29.89599
90,20,30.511957
95,20,31.152948
100,20,31.951044
105,20,32.613029
110,20,33.218987
115,20,33.824944
120,20,34.569939
125,20,35.251945
130,20,35.900017
135,20,36.546989
140,20,37.307976
145,20,37.958977
150,20,38.50695
155,20,39.053947
160,20,39.685051
165,20,40.156975
170,20,40.545036
175,20,40.931999
180,20,41.307976
185,20,41.541008
190,20,41.676994
195,20,41.812981
200,20,41.942009
205,20,41.900993
210,20,41.692009
215,20,41.483025
220,20,41.27404
225,20,41.083977
230,20,40.904045
235,20,40.716057
