140635,152355,1683715
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
0,0,10,-250
